OBJECTID_1,FID_District_Council_Merge,objectid,districtnu,planning_1,FID_TransitRoutes,route,route_oper,RouteClass,routedscrp,routesort,RoutePayLe,EffectiveD,PayLeaveDi,wk_ftrip,wk_ltrip,wk_span,wk_trip_fr,sat_ftrip,sat_ltrip,sat_span,sat_trip_f,sun_ftrip,sun_ltrip,sun_span,sun_trip_f,fri_ftrip,fri_ltrip,fri_span,fri_trip_f,hol_ftrip,hol_ltrip,hol_span,hol_trip_f,Shape_Leng,Shape_Length
3072,21,4,,Central,138,923,M,BRT,C Line - Penn Av - Brooklyn Center,923,0,2022-08-20,0,4:26:00 AM,1:37:00 AM,21:11,380,4:13:00 AM,1:36:00 AM,21:23,175,4:25:00 AM,1:36:00 AM,21:11,173, , , ,0, , , ,0,22360.39837,0.002403230111
3073,21,4,,Central,139,924,M,BRT, ,0,0,,0,4:02:00 AM,1:47:00 AM,21:45,197,4:02:00 AM,1:47:00 AM,21:45,196,4:02:00 AM,1:47:00 AM,21:45,184, , , ,0, , , ,0,46661.25591,0.002403230111
3074,21,4,,Central,140,94,M,CommExpress,Express - Mpls - St Paul,94,0,2022-03-26,0,4:59:00 AM,7:30:00 PM,14:31,138, , , ,0, , , ,0, , , ,0, , , ,0,37129.61096,0.002403230111
3075,21,4,,Central,143,945,M,Special,Training - Route 5,945,0,2018-05-19,0,4:19:00 AM,1:39:00 AM,21:20,83,4:00:00 AM,2:18:00 AM,22:18,168,4:00:00 AM,2:22:00 AM,22:22,170, , , ,0, , , ,0,54750.73663,0.002403230111
3076,21,4,,Central,144,991,M,Special,Blue Line Bus,991,0,2022-06-11,0,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:49:00 AM,02:46,8, , , ,0, , , ,0,46294.91988,0.002403230111
3077,21,4,,Central,145,992,M,Special,Green Line Bus,992,0,2019-08-17,0,6:08:00 AM,10:42:00 AM,04:34,10,7:07:00 AM,12:02:00 PM,04:55,10,7:07:00 AM,12:02:00 PM,04:55,10, , , ,0, , , ,0,36209.7241,0.002403230111
3078,13,30,17,Downtown,14,21,M,CoreLoc,Uptown - Lake St - Midway - Selby  Av,21,0,2022-08-20,0,4:00:00 AM,2:16:00 AM,22:16,466,3:54:00 AM,2:09:00 AM,22:15,197,4:02:00 AM,1:09:00 AM,21:07,167, , , ,0, , , ,0,37675.27667,0.001636275401
3079,13,30,17,Downtown,25,275,M,CommExpress,Express - Co Rd 14 P&R - St Paul,275,-1,2021-08-21,4,6:03:00 AM,5:11:00 PM,11:08,12, , , ,0, , , ,0, , , ,0, , , ,0,58969.25471,0.001636275401
3080,13,30,17,Downtown,26,294,M,CommExpress,Express - Oakdale - Stillwater - St Paul,294,-1,2021-12-04,2,6:09:00 AM,5:24:00 PM,11:15,4, , , ,0, , , ,0, , , ,0, , , ,0,68348.64226,0.001636275401
3081,13,30,17,Downtown,32,353,M,CommExpress,Express - Woodbury - St Paul - Mpls,353,-1,2022-03-26,2,5:40:00 AM,6:02:00 PM,12:22,20, , , ,0, , , ,0, , , ,0, , , ,0,62209.89381,0.001636275401
3082,13,30,17,Downtown,33,363,M,CommExpress,Express - Cottage Grove - St Paul - Mpls,363,-1,2022-03-26,2,5:36:00 AM,6:12:00 PM,12:36,16, , , ,0, , , ,0, , , ,0, , , ,0,80736.2497,0.001636275401
3083,13,30,17,Downtown,54,480,P,CommExpress,Express - Apple Valley - Eagan - St Paul,480,-1,2022-05-21,1,5:13:00 AM,6:56:00 PM,13:43,15, , , ,0, , , ,0, , , ,0, , , ,0,79307.38754,0.001636275401
3084,13,30,17,Downtown,56,489,P,CommExpress,St Paul - Eagan - Reverse Commuter,489,0,2017-04-01,0,6:11:00 AM,5:48:00 PM,11:37,6, , , ,0, , , ,0, , , ,0, , , ,0,51383.30857,0.001636275401
3085,13,30,17,Downtown,77,61,M,CoreLoc,E Hennepin Av - Larpenteur Av - Arcade St,61,0,2022-08-20,0,4:47:00 AM,11:30:00 PM,18:43,141,6:31:00 AM,9:05:00 PM,14:34,27, , , ,0, , , ,0, , , ,0,50837.04398,0.001636275401
3086,13,30,17,Downtown,81,63,M,CoreLoc,Raymond Sta - Grand Av - Sunray,63,0,2022-06-11,0,4:23:00 AM,1:44:00 AM,21:21,274,4:39:00 AM,1:44:00 AM,21:05,119,4:37:00 AM,1:42:00 AM,21:05,96, , , ,0, , , ,0,36580.63123,0.001636275401
3087,13,30,17,Downtown,82,64,M,CoreLoc,Payne - Maryland - White Bear Av - Maplewood Mall,64,0,2022-03-26,0,3:30:00 AM,1:43:00 AM,22:13,290,3:32:00 AM,1:42:00 AM,22:10,133,3:32:00 AM,1:43:00 AM,22:11,92, , , ,0, , , ,0,50688.8744,0.001636275401
3088,13,30,17,Downtown,92,70,M,CoreLoc,Burns Av - Sunray,70,0,2021-12-04,0,4:25:00 AM,10:12:00 PM,17:47,70,8:49:00 AM,7:12:00 PM,10:23,21,8:59:00 AM,6:56:00 PM,09:57,20, , , ,0, , , ,0,17505.79756,0.001636275401
3089,13,30,17,Downtown,140,94,M,CommExpress,Express - Mpls - St Paul,94,0,2022-03-26,0,4:59:00 AM,7:30:00 PM,14:31,138, , , ,0, , , ,0, , , ,0, , , ,0,37129.61096,0.001636275401
3090,13,30,17,Downtown,142,941,M,Special,Training - Route 21,941,0,2018-05-19,0,4:00:00 AM,2:16:00 AM,22:16,252,3:54:00 AM,2:09:00 AM,22:15,230,4:02:00 AM,1:52:00 AM,21:50,174, , , ,0, , , ,0,37675.27646,0.001636275401
3091,13,30,17,Downtown,14,21,M,CoreLoc,Uptown - Lake St - Midway - Selby  Av,21,0,2022-08-20,0,4:00:00 AM,2:16:00 AM,22:16,466,3:54:00 AM,2:09:00 AM,22:15,197,4:02:00 AM,1:09:00 AM,21:07,167, , , ,0, , , ,0,37675.27667,0.001780693467
3092,13,30,17,Downtown,25,275,M,CommExpress,Express - Co Rd 14 P&R - St Paul,275,-1,2021-08-21,4,6:03:00 AM,5:11:00 PM,11:08,12, , , ,0, , , ,0, , , ,0, , , ,0,58969.25471,0.001780693467
3093,13,30,17,Downtown,32,353,M,CommExpress,Express - Woodbury - St Paul - Mpls,353,-1,2022-03-26,2,5:40:00 AM,6:02:00 PM,12:22,20, , , ,0, , , ,0, , , ,0, , , ,0,62209.89381,0.001780693467
3094,13,30,17,Downtown,33,363,M,CommExpress,Express - Cottage Grove - St Paul - Mpls,363,-1,2022-03-26,2,5:36:00 AM,6:12:00 PM,12:36,16, , , ,0, , , ,0, , , ,0, , , ,0,80736.2497,0.001780693467
3095,13,30,17,Downtown,54,480,P,CommExpress,Express - Apple Valley - Eagan - St Paul,480,-1,2022-05-21,1,5:13:00 AM,6:56:00 PM,13:43,15, , , ,0, , , ,0, , , ,0, , , ,0,79307.38754,0.001780693467
3096,13,30,17,Downtown,56,489,P,CommExpress,St Paul - Eagan - Reverse Commuter,489,0,2017-04-01,0,6:11:00 AM,5:48:00 PM,11:37,6, , , ,0, , , ,0, , , ,0, , , ,0,51383.30857,0.001780693467
3097,13,30,17,Downtown,69,54,M,CoreLoc,Ltd Stop - W 7 St - Airport - MOA - Maplewood Mall,54,0,2021-12-04,0,3:00:00 AM,12:53:00 AM,21:53,304,3:00:00 AM,12:54:00 AM,21:54,136,3:00:00 AM,1:04:00 AM,22:04,108, , , ,0, , , ,0,54784.61529,0.001780693467
3098,13,30,17,Downtown,77,61,M,CoreLoc,E Hennepin Av - Larpenteur Av - Arcade St,61,0,2022-08-20,0,4:47:00 AM,11:30:00 PM,18:43,141,6:31:00 AM,9:05:00 PM,14:34,27, , , ,0, , , ,0, , , ,0,50837.04398,0.001780693467
3099,13,30,17,Downtown,81,63,M,CoreLoc,Raymond Sta - Grand Av - Sunray,63,0,2022-06-11,0,4:23:00 AM,1:44:00 AM,21:21,274,4:39:00 AM,1:44:00 AM,21:05,119,4:37:00 AM,1:42:00 AM,21:05,96, , , ,0, , , ,0,36580.63123,0.001780693467
3100,13,30,17,Downtown,82,64,M,CoreLoc,Payne - Maryland - White Bear Av - Maplewood Mall,64,0,2022-03-26,0,3:30:00 AM,1:43:00 AM,22:13,290,3:32:00 AM,1:42:00 AM,22:10,133,3:32:00 AM,1:43:00 AM,22:11,92, , , ,0, , , ,0,50688.8744,0.001780693467
3101,13,30,17,Downtown,101,74,M,CoreLoc,46th St - Randolph - W 7th St - E 7th St - Sunray,74,0,2022-08-20,0,3:27:00 AM,1:42:00 AM,22:15,217,3:33:00 AM,1:36:00 AM,22:03,75,3:33:00 AM,1:36:00 AM,22:03,75, , , ,0, , , ,0,56317.08062,0.001780693467
3102,13,30,17,Downtown,140,94,M,CommExpress,Express - Mpls - St Paul,94,0,2022-03-26,0,4:59:00 AM,7:30:00 PM,14:31,138, , , ,0, , , ,0, , , ,0, , , ,0,37129.61096,0.001780693467
3103,13,30,17,Downtown,142,941,M,Special,Training - Route 21,941,0,2018-05-19,0,4:00:00 AM,2:16:00 AM,22:16,252,3:54:00 AM,2:09:00 AM,22:15,230,4:02:00 AM,1:52:00 AM,21:50,174, , , ,0, , , ,0,37675.27646,0.001780693467
3104,13,30,17,Downtown,25,275,M,CommExpress,Express - Co Rd 14 P&R - St Paul,275,-1,2021-08-21,4,6:03:00 AM,5:11:00 PM,11:08,12, , , ,0, , , ,0, , , ,0, , , ,0,58969.25471,0.001354325635
3105,13,30,17,Downtown,26,294,M,CommExpress,Express - Oakdale - Stillwater - St Paul,294,-1,2021-12-04,2,6:09:00 AM,5:24:00 PM,11:15,4, , , ,0, , , ,0, , , ,0, , , ,0,68348.64226,0.001354325635
3106,13,30,17,Downtown,32,353,M,CommExpress,Express - Woodbury - St Paul - Mpls,353,-1,2022-03-26,2,5:40:00 AM,6:02:00 PM,12:22,20, , , ,0, , , ,0, , , ,0, , , ,0,62209.89381,0.001354325635
3107,13,30,17,Downtown,33,363,M,CommExpress,Express - Cottage Grove - St Paul - Mpls,363,-1,2022-03-26,2,5:36:00 AM,6:12:00 PM,12:36,16, , , ,0, , , ,0, , , ,0, , , ,0,80736.2497,0.001354325635
3108,13,30,17,Downtown,54,480,P,CommExpress,Express - Apple Valley - Eagan - St Paul,480,-1,2022-05-21,1,5:13:00 AM,6:56:00 PM,13:43,15, , , ,0, , , ,0, , , ,0, , , ,0,79307.38754,0.001354325635
3109,13,30,17,Downtown,55,484,P,CommExpress,Express - Rosemount - St Paul,484,-1,2022-05-21,1,6:32:00 AM,4:58:00 PM,10:26,4, , , ,0, , , ,0, , , ,0, , , ,0,68698.64953,0.001354325635
3110,13,30,17,Downtown,56,489,P,CommExpress,St Paul - Eagan - Reverse Commuter,489,0,2017-04-01,0,6:11:00 AM,5:48:00 PM,11:37,6, , , ,0, , , ,0, , , ,0, , , ,0,51383.30857,0.001354325635
3111,13,30,17,Downtown,77,61,M,CoreLoc,E Hennepin Av - Larpenteur Av - Arcade St,61,0,2022-08-20,0,4:47:00 AM,11:30:00 PM,18:43,141,6:31:00 AM,9:05:00 PM,14:34,27, , , ,0, , , ,0, , , ,0,50837.04398,0.001354325635
3112,13,30,17,Downtown,81,63,M,CoreLoc,Raymond Sta - Grand Av - Sunray,63,0,2022-06-11,0,4:23:00 AM,1:44:00 AM,21:21,274,4:39:00 AM,1:44:00 AM,21:05,119,4:37:00 AM,1:42:00 AM,21:05,96, , , ,0, , , ,0,36580.63123,0.001354325635
3113,13,30,17,Downtown,82,64,M,CoreLoc,Payne - Maryland - White Bear Av - Maplewood Mall,64,0,2022-03-26,0,3:30:00 AM,1:43:00 AM,22:13,290,3:32:00 AM,1:42:00 AM,22:10,133,3:32:00 AM,1:43:00 AM,22:11,92, , , ,0, , , ,0,50688.8744,0.001354325635
3114,13,30,17,Downtown,92,70,M,CoreLoc,Burns Av - Sunray,70,0,2021-12-04,0,4:25:00 AM,10:12:00 PM,17:47,70,8:49:00 AM,7:12:00 PM,10:23,21,8:59:00 AM,6:56:00 PM,09:57,20, , , ,0, , , ,0,17505.79756,0.001354325635
3115,13,30,17,Downtown,94,71,M,CoreLoc,Little Canada - Westminster- Concord - Inver Hills,71,0,2021-12-04,0,4:33:00 AM,12:34:00 AM,20:01,210,6:18:00 AM,12:32:00 AM,18:14,97,7:33:00 AM,11:23:00 PM,15:50,32, , , ,0, , , ,0,67119.77748,0.001354325635
3116,13,30,17,Downtown,101,74,M,CoreLoc,46th St - Randolph - W 7th St - E 7th St - Sunray,74,0,2022-08-20,0,3:27:00 AM,1:42:00 AM,22:15,217,3:33:00 AM,1:36:00 AM,22:03,75,3:33:00 AM,1:36:00 AM,22:03,75, , , ,0, , , ,0,56317.08062,0.001354325635
3117,21,4,,Central,46,460,P,CommExpress,Express - Burnsville - Mpls,460,-1,2022-09-17,1,5:50:00 AM,6:46:00 PM,12:56,36, , , ,0, , , ,0, , , ,0, , , ,0,53361.12932,0.01047472379
3118,21,4,,Central,47,465,P,CommExpress,Express - Burnsville - Mpls - U of M,465,-1,2022-09-17,1,6:15:00 AM,10:54:00 PM,16:39,52, , , ,0, , , ,0, , , ,0, , , ,0,68919.02426,0.01047472379
3119,21,4,,Central,48,467,P,CommExpress,Express - Lakeville - Mpls,467,-1,2022-08-20,1,5:43:00 AM,6:28:00 PM,12:45,12, , , ,0, , , ,0, , , ,0, , , ,0,67952.15381,0.01047472379
3120,21,4,,Central,49,470,P,CommExpress,Express - Eagan - Mpls,470,-1,2021-11-20,1,5:50:00 AM,6:50:00 PM,13:00,14, , , ,0, , , ,0, , , ,0, , , ,0,58595.85342,0.01047472379
3121,21,4,,Central,50,472,P,CommExpress,Express - Eagan - Blackhawk P&R - Mpls,472,-1,2022-05-21,1,6:14:00 AM,6:16:00 PM,12:02,7, , , ,0, , , ,0, , , ,0, , , ,0,73181.0034,0.01047472379
3122,21,4,,Central,51,475,P,CommExpress,Express - Apple Valley - Eagan - Mpls - U of M,475,-1,2022-09-17,1,7:03:00 AM,6:58:00 PM,11:55,20, , , ,0, , , ,0, , , ,0, , , ,0,89217.97336,0.01047472379
3123,21,4,,Central,52,477,P,CommExpress,Express - Apple Valley - Mpls,477,-1,2022-09-17,1,5:33:00 AM,7:13:00 PM,13:40,32, , , ,0, , , ,0, , , ,0, , , ,0,74555.79075,0.01047472379
3124,21,4,,Central,53,479,P,CommExpress,Express - 157th St Sta - Mpls,479,-1,2022-05-21,1,6:35:00 AM,5:28:00 PM,10:53,4, , , ,0, , , ,0, , , ,0, , , ,0,75560.3675,0.01047472379
3125,21,4,,Central,74,578,M,CommExpress,Express - Edina - Southdale - Mpls,578,-1,2021-12-04,1,7:42:00 AM,5:44:00 PM,10:02,6, , , ,0, , , ,0, , , ,0, , , ,0,37984.37736,0.01047472379
3126,21,4,,Central,76,600,P,CommExpress,SW Transit - Express - SW Sta - Gold Tri - Mpls,600,-1,2017-08-19,3,6:25:00 AM,5:01:00 PM,10:36,2, , , ,0, , , ,0, , , ,0, , , ,0,98927.33521,0.01047472379
3127,21,4,,Central,89,695,P,CommExpress,SW Transit - Express - Chaska - Chanhassen - Mpls,695,-1,2017-04-01,3,6:25:00 AM,6:17:00 PM,11:52,8, , , ,0, , , ,0, , , ,0, , , ,0,91287.38028,0.01047472379
3128,21,4,,Central,135,904,M,BRT,Orange Line-Mpls-Richfield-Bloomington-Burnsville,904,0,2022-03-26,0,4:56:00 AM,11:59:00 PM,19:03,262,5:56:00 AM,10:56:00 PM,17:00,66,6:56:00 AM,10:56:00 PM,16:00,62, , , ,0, , , ,0,56303.54693,0.01047472379
3129,21,4,,Central,141,940,M,Special,Training - Orange Line Route 904,940,0,2021-12-04,0,4:56:00 AM,11:59:00 PM,19:03,131,5:56:00 AM,10:56:00 PM,17:00,66,6:56:00 AM,10:56:00 PM,16:00,62, , , ,0, , , ,0,56303.54693,0.01047472379
3130,24,7,,Powderhorn,46,460,P,CommExpress,Express - Burnsville - Mpls,460,-1,2022-09-17,1,5:50:00 AM,6:46:00 PM,12:56,36, , , ,0, , , ,0, , , ,0, , , ,0,53361.12932,0.05147311601
3131,24,7,,Powderhorn,47,465,P,CommExpress,Express - Burnsville - Mpls - U of M,465,-1,2022-09-17,1,6:15:00 AM,10:54:00 PM,16:39,52, , , ,0, , , ,0, , , ,0, , , ,0,68919.02426,0.05147311601
3132,24,7,,Powderhorn,48,467,P,CommExpress,Express - Lakeville - Mpls,467,-1,2022-08-20,1,5:43:00 AM,6:28:00 PM,12:45,12, , , ,0, , , ,0, , , ,0, , , ,0,67952.15381,0.05147311601
3133,24,7,,Powderhorn,49,470,P,CommExpress,Express - Eagan - Mpls,470,-1,2021-11-20,1,5:50:00 AM,6:50:00 PM,13:00,14, , , ,0, , , ,0, , , ,0, , , ,0,58595.85342,0.05147311601
3134,24,7,,Powderhorn,50,472,P,CommExpress,Express - Eagan - Blackhawk P&R - Mpls,472,-1,2022-05-21,1,6:14:00 AM,6:16:00 PM,12:02,7, , , ,0, , , ,0, , , ,0, , , ,0,73181.0034,0.05147311601
3135,24,7,,Powderhorn,51,475,P,CommExpress,Express - Apple Valley - Eagan - Mpls - U of M,475,-1,2022-09-17,1,7:03:00 AM,6:58:00 PM,11:55,20, , , ,0, , , ,0, , , ,0, , , ,0,89217.97336,0.05147311601
3136,24,7,,Powderhorn,52,477,P,CommExpress,Express - Apple Valley - Mpls,477,-1,2022-09-17,1,5:33:00 AM,7:13:00 PM,13:40,32, , , ,0, , , ,0, , , ,0, , , ,0,74555.79075,0.05147311601
3137,24,7,,Powderhorn,53,479,P,CommExpress,Express - 157th St Sta - Mpls,479,-1,2022-05-21,1,6:35:00 AM,5:28:00 PM,10:53,4, , , ,0, , , ,0, , , ,0, , , ,0,75560.3675,0.05147311601
3138,24,7,,Powderhorn,74,578,M,CommExpress,Express - Edina - Southdale - Mpls,578,-1,2021-12-04,1,7:42:00 AM,5:44:00 PM,10:02,6, , , ,0, , , ,0, , , ,0, , , ,0,37984.37736,0.05147311601
3139,24,7,,Powderhorn,76,600,P,CommExpress,SW Transit - Express - SW Sta - Gold Tri - Mpls,600,-1,2017-08-19,3,6:25:00 AM,5:01:00 PM,10:36,2, , , ,0, , , ,0, , , ,0, , , ,0,98927.33521,0.05147311601
3140,24,7,,Powderhorn,89,695,P,CommExpress,SW Transit - Express - Chaska - Chanhassen - Mpls,695,-1,2017-04-01,3,6:25:00 AM,6:17:00 PM,11:52,8, , , ,0, , , ,0, , , ,0, , , ,0,91287.38028,0.05147311601
3141,24,7,,Powderhorn,135,904,M,BRT,Orange Line-Mpls-Richfield-Bloomington-Burnsville,904,0,2022-03-26,0,4:56:00 AM,11:59:00 PM,19:03,262,5:56:00 AM,10:56:00 PM,17:00,66,6:56:00 AM,10:56:00 PM,16:00,62, , , ,0, , , ,0,56303.54693,0.05147311601
3142,24,7,,Powderhorn,141,940,M,Special,Training - Orange Line Route 904,940,0,2021-12-04,0,4:56:00 AM,11:59:00 PM,19:03,131,5:56:00 AM,10:56:00 PM,17:00,66,6:56:00 AM,10:56:00 PM,16:00,62, , , ,0, , , ,0,56303.54693,0.05147311601
3143,26,9,,Southwest,46,460,P,CommExpress,Express - Burnsville - Mpls,460,-1,2022-09-17,1,5:50:00 AM,6:46:00 PM,12:56,36, , , ,0, , , ,0, , , ,0, , , ,0,53361.12932,0.02692009322
3144,26,9,,Southwest,47,465,P,CommExpress,Express - Burnsville - Mpls - U of M,465,-1,2022-09-17,1,6:15:00 AM,10:54:00 PM,16:39,52, , , ,0, , , ,0, , , ,0, , , ,0,68919.02426,0.02692009322
3145,26,9,,Southwest,48,467,P,CommExpress,Express - Lakeville - Mpls,467,-1,2022-08-20,1,5:43:00 AM,6:28:00 PM,12:45,12, , , ,0, , , ,0, , , ,0, , , ,0,67952.15381,0.02692009322
3146,26,9,,Southwest,49,470,P,CommExpress,Express - Eagan - Mpls,470,-1,2021-11-20,1,5:50:00 AM,6:50:00 PM,13:00,14, , , ,0, , , ,0, , , ,0, , , ,0,58595.85342,0.02692009322
3147,26,9,,Southwest,50,472,P,CommExpress,Express - Eagan - Blackhawk P&R - Mpls,472,-1,2022-05-21,1,6:14:00 AM,6:16:00 PM,12:02,7, , , ,0, , , ,0, , , ,0, , , ,0,73181.0034,0.02692009322
3148,26,9,,Southwest,51,475,P,CommExpress,Express - Apple Valley - Eagan - Mpls - U of M,475,-1,2022-09-17,1,7:03:00 AM,6:58:00 PM,11:55,20, , , ,0, , , ,0, , , ,0, , , ,0,89217.97336,0.02692009322
3149,26,9,,Southwest,52,477,P,CommExpress,Express - Apple Valley - Mpls,477,-1,2022-09-17,1,5:33:00 AM,7:13:00 PM,13:40,32, , , ,0, , , ,0, , , ,0, , , ,0,74555.79075,0.02692009322
3150,26,9,,Southwest,53,479,P,CommExpress,Express - 157th St Sta - Mpls,479,-1,2022-05-21,1,6:35:00 AM,5:28:00 PM,10:53,4, , , ,0, , , ,0, , , ,0, , , ,0,75560.3675,0.02692009322
3151,26,9,,Southwest,74,578,M,CommExpress,Express - Edina - Southdale - Mpls,578,-1,2021-12-04,1,7:42:00 AM,5:44:00 PM,10:02,6, , , ,0, , , ,0, , , ,0, , , ,0,37984.37736,0.02692009322
3152,26,9,,Southwest,76,600,P,CommExpress,SW Transit - Express - SW Sta - Gold Tri - Mpls,600,-1,2017-08-19,3,6:25:00 AM,5:01:00 PM,10:36,2, , , ,0, , , ,0, , , ,0, , , ,0,98927.33521,0.02692009322
3153,26,9,,Southwest,89,695,P,CommExpress,SW Transit - Express - Chaska - Chanhassen - Mpls,695,-1,2017-04-01,3,6:25:00 AM,6:17:00 PM,11:52,8, , , ,0, , , ,0, , , ,0, , , ,0,91287.38028,0.02692009322
3154,26,9,,Southwest,135,904,M,BRT,Orange Line-Mpls-Richfield-Bloomington-Burnsville,904,0,2022-03-26,0,4:56:00 AM,11:59:00 PM,19:03,262,5:56:00 AM,10:56:00 PM,17:00,66,6:56:00 AM,10:56:00 PM,16:00,62, , , ,0, , , ,0,56303.54693,0.02692009322
3155,26,9,,Southwest,141,940,M,Special,Training - Orange Line Route 904,940,0,2021-12-04,0,4:56:00 AM,11:59:00 PM,19:03,131,5:56:00 AM,10:56:00 PM,17:00,66,6:56:00 AM,10:56:00 PM,16:00,62, , , ,0, , , ,0,56303.54693,0.02692009322
3156,27,10,,Nokomis,46,460,P,CommExpress,Express - Burnsville - Mpls,460,-1,2022-09-17,1,5:50:00 AM,6:46:00 PM,12:56,36, , , ,0, , , ,0, , , ,0, , , ,0,53361.12932,0.02327400708
3157,27,10,,Nokomis,47,465,P,CommExpress,Express - Burnsville - Mpls - U of M,465,-1,2022-09-17,1,6:15:00 AM,10:54:00 PM,16:39,52, , , ,0, , , ,0, , , ,0, , , ,0,68919.02426,0.02327400708
3158,27,10,,Nokomis,48,467,P,CommExpress,Express - Lakeville - Mpls,467,-1,2022-08-20,1,5:43:00 AM,6:28:00 PM,12:45,12, , , ,0, , , ,0, , , ,0, , , ,0,67952.15381,0.02327400708
3159,27,10,,Nokomis,49,470,P,CommExpress,Express - Eagan - Mpls,470,-1,2021-11-20,1,5:50:00 AM,6:50:00 PM,13:00,14, , , ,0, , , ,0, , , ,0, , , ,0,58595.85342,0.02327400708
3160,27,10,,Nokomis,50,472,P,CommExpress,Express - Eagan - Blackhawk P&R - Mpls,472,-1,2022-05-21,1,6:14:00 AM,6:16:00 PM,12:02,7, , , ,0, , , ,0, , , ,0, , , ,0,73181.0034,0.02327400708
3161,27,10,,Nokomis,51,475,P,CommExpress,Express - Apple Valley - Eagan - Mpls - U of M,475,-1,2022-09-17,1,7:03:00 AM,6:58:00 PM,11:55,20, , , ,0, , , ,0, , , ,0, , , ,0,89217.97336,0.02327400708
3162,27,10,,Nokomis,52,477,P,CommExpress,Express - Apple Valley - Mpls,477,-1,2022-09-17,1,5:33:00 AM,7:13:00 PM,13:40,32, , , ,0, , , ,0, , , ,0, , , ,0,74555.79075,0.02327400708
3163,27,10,,Nokomis,53,479,P,CommExpress,Express - 157th St Sta - Mpls,479,-1,2022-05-21,1,6:35:00 AM,5:28:00 PM,10:53,4, , , ,0, , , ,0, , , ,0, , , ,0,75560.3675,0.02327400708
3164,27,10,,Nokomis,74,578,M,CommExpress,Express - Edina - Southdale - Mpls,578,-1,2021-12-04,1,7:42:00 AM,5:44:00 PM,10:02,6, , , ,0, , , ,0, , , ,0, , , ,0,37984.37736,0.02327400708
3165,27,10,,Nokomis,76,600,P,CommExpress,SW Transit - Express - SW Sta - Gold Tri - Mpls,600,-1,2017-08-19,3,6:25:00 AM,5:01:00 PM,10:36,2, , , ,0, , , ,0, , , ,0, , , ,0,98927.33521,0.02327400708
3166,27,10,,Nokomis,89,695,P,CommExpress,SW Transit - Express - Chaska - Chanhassen - Mpls,695,-1,2017-04-01,3,6:25:00 AM,6:17:00 PM,11:52,8, , , ,0, , , ,0, , , ,0, , , ,0,91287.38028,0.02327400708
3167,27,10,,Nokomis,135,904,M,BRT,Orange Line-Mpls-Richfield-Bloomington-Burnsville,904,0,2022-03-26,0,4:56:00 AM,11:59:00 PM,19:03,262,5:56:00 AM,10:56:00 PM,17:00,66,6:56:00 AM,10:56:00 PM,16:00,62, , , ,0, , , ,0,56303.54693,0.02327400708
3168,27,10,,Nokomis,141,940,M,Special,Training - Orange Line Route 904,940,0,2021-12-04,0,4:56:00 AM,11:59:00 PM,19:03,131,5:56:00 AM,10:56:00 PM,17:00,66,6:56:00 AM,10:56:00 PM,16:00,62, , , ,0, , , ,0,56303.54693,0.02327400708
3169,28,11,,Phillips,46,460,P,CommExpress,Express - Burnsville - Mpls,460,-1,2022-09-17,1,5:50:00 AM,6:46:00 PM,12:56,36, , , ,0, , , ,0, , , ,0, , , ,0,53361.12932,0.01268637581
3170,28,11,,Phillips,47,465,P,CommExpress,Express - Burnsville - Mpls - U of M,465,-1,2022-09-17,1,6:15:00 AM,10:54:00 PM,16:39,52, , , ,0, , , ,0, , , ,0, , , ,0,68919.02426,0.01268637581
3171,28,11,,Phillips,48,467,P,CommExpress,Express - Lakeville - Mpls,467,-1,2022-08-20,1,5:43:00 AM,6:28:00 PM,12:45,12, , , ,0, , , ,0, , , ,0, , , ,0,67952.15381,0.01268637581
3172,28,11,,Phillips,49,470,P,CommExpress,Express - Eagan - Mpls,470,-1,2021-11-20,1,5:50:00 AM,6:50:00 PM,13:00,14, , , ,0, , , ,0, , , ,0, , , ,0,58595.85342,0.01268637581
3173,28,11,,Phillips,50,472,P,CommExpress,Express - Eagan - Blackhawk P&R - Mpls,472,-1,2022-05-21,1,6:14:00 AM,6:16:00 PM,12:02,7, , , ,0, , , ,0, , , ,0, , , ,0,73181.0034,0.01268637581
3174,28,11,,Phillips,51,475,P,CommExpress,Express - Apple Valley - Eagan - Mpls - U of M,475,-1,2022-09-17,1,7:03:00 AM,6:58:00 PM,11:55,20, , , ,0, , , ,0, , , ,0, , , ,0,89217.97336,0.01268637581
3175,28,11,,Phillips,52,477,P,CommExpress,Express - Apple Valley - Mpls,477,-1,2022-09-17,1,5:33:00 AM,7:13:00 PM,13:40,32, , , ,0, , , ,0, , , ,0, , , ,0,74555.79075,0.01268637581
3176,28,11,,Phillips,53,479,P,CommExpress,Express - 157th St Sta - Mpls,479,-1,2022-05-21,1,6:35:00 AM,5:28:00 PM,10:53,4, , , ,0, , , ,0, , , ,0, , , ,0,75560.3675,0.01268637581
3177,28,11,,Phillips,74,578,M,CommExpress,Express - Edina - Southdale - Mpls,578,-1,2021-12-04,1,7:42:00 AM,5:44:00 PM,10:02,6, , , ,0, , , ,0, , , ,0, , , ,0,37984.37736,0.01268637581
