OBJECTID_1,FID_District_Council_Merge,objectid,districtnu,planning_1,FID_TransitRoutes,route,route_oper,RouteClass,routedscrp,routesort,RoutePayLe,EffectiveD,PayLeaveDi,wk_ftrip,wk_ltrip,wk_span,wk_trip_fr,sat_ftrip,sat_ltrip,sat_span,sat_trip_f,sun_ftrip,sun_ltrip,sun_span,sun_trip_f,fri_ftrip,fri_ltrip,fri_span,fri_trip_f,hol_ftrip,hol_ltrip,hol_span,hol_trip_f,Shape_Leng,Shape_Length
353,21,4,,Central,10,14,M,CoreLoc,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,14,0,2022-08-20,0,4:20:00 AM,1:36:00 AM,21:16,228,4:28:00 AM,12:34:00 AM,20:06,92,4:28:00 AM,12:34:00 AM,20:06,92, , , ,0, , , ,0,66218.7541,0.0002115228473
354,21,4,,Central,97,721,M,SuburbLoc,Ltd Stop - Brooklyn Center - Henn Tech - Mpls,721,0,2022-03-26,0,5:30:00 AM,10:28:00 PM,16:58,108,7:30:00 AM,6:25:00 PM,10:55,44,7:30:00 AM,6:23:00 PM,10:53,44, , , ,0, , , ,0,43531.48456,0.0002115228473
355,21,4,,Central,10,14,M,CoreLoc,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,14,0,2022-08-20,0,4:20:00 AM,1:36:00 AM,21:16,228,4:28:00 AM,12:34:00 AM,20:06,92,4:28:00 AM,12:34:00 AM,20:06,92, , , ,0, , , ,0,66218.7541,0.00006474967157
356,21,4,,Central,140,94,M,CommExpress,Express - Mpls - St Paul,94,0,2022-03-26,0,4:59:00 AM,7:30:00 PM,14:31,138, , , ,0, , , ,0, , , ,0, , , ,0,37129.61096,0.00006474967157
357,24,7,,Powderhorn,10,14,M,CoreLoc,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,14,0,2022-08-20,0,4:20:00 AM,1:36:00 AM,21:16,228,4:28:00 AM,12:34:00 AM,20:06,92,4:28:00 AM,12:34:00 AM,20:06,92, , , ,0, , , ,0,66218.7541,0.00005193995765
358,24,7,,Powderhorn,144,991,M,Special,Blue Line Bus,991,0,2022-06-11,0,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:49:00 AM,02:46,8, , , ,0, , , ,0,46294.91988,0.00005193995765
359,21,4,,Central,11,17,M,CoreLoc,Minnetonka Blvd - Uptown - Washington St NE,17,0,2022-06-11,0,4:36:00 AM,2:05:00 AM,21:29,268,5:01:00 AM,2:07:00 AM,21:06,104,5:01:00 AM,2:04:00 AM,21:03,74, , , ,0, , , ,0,46163.52256,0.00950545017
360,21,4,,Central,12,18,M,CoreLoc,Nicollet Av - South Bloomington,18,0,2022-08-20,0,4:07:00 AM,1:44:00 AM,21:37,316,4:07:00 AM,1:39:00 AM,21:32,153,4:06:00 AM,1:40:00 AM,21:34,147, , , ,0, , , ,0,43158.17352,0.00950545017
361,24,7,,Powderhorn,11,17,M,CoreLoc,Minnetonka Blvd - Uptown - Washington St NE,17,0,2022-06-11,0,4:36:00 AM,2:05:00 AM,21:29,268,5:01:00 AM,2:07:00 AM,21:06,104,5:01:00 AM,2:04:00 AM,21:03,74, , , ,0, , , ,0,46163.52256,0.007072855311
362,24,7,,Powderhorn,12,18,M,CoreLoc,Nicollet Av - South Bloomington,18,0,2022-08-20,0,4:07:00 AM,1:44:00 AM,21:37,316,4:07:00 AM,1:39:00 AM,21:32,153,4:06:00 AM,1:40:00 AM,21:34,147, , , ,0, , , ,0,43158.17352,0.007072855311
363,22,5,,University,11,17,M,CoreLoc,Minnetonka Blvd - Uptown - Washington St NE,17,0,2022-06-11,0,4:36:00 AM,2:05:00 AM,21:29,268,5:01:00 AM,2:07:00 AM,21:06,104,5:01:00 AM,2:04:00 AM,21:03,74, , , ,0, , , ,0,46163.52256,0.001054167113
364,22,5,,University,13,2,M,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,2,0,2022-08-20,0,4:47:00 AM,1:22:00 AM,20:35,278,4:39:00 AM,1:27:00 AM,20:48,125,4:39:00 AM,12:56:00 AM,20:17,109, , , ,0, , , ,0,19712.39726,0.001054167113
365,21,4,,Central,11,17,M,CoreLoc,Minnetonka Blvd - Uptown - Washington St NE,17,0,2022-06-11,0,4:36:00 AM,2:05:00 AM,21:29,268,5:01:00 AM,2:07:00 AM,21:06,104,5:01:00 AM,2:04:00 AM,21:03,74, , , ,0, , , ,0,46163.52256,0.00148270494
366,21,4,,Central,20,25,M,CoreLoc,Northtown - Silver Lake - Stinson - Lake of Isles,25,0,2022-03-12,0,5:12:00 AM,7:44:00 PM,14:32,84,8:10:00 AM,7:22:00 PM,11:12,14, , , ,0, , , ,0, , , ,0,76069.74695,0.00148270494
367,19,2,,Northeast,11,17,M,CoreLoc,Minnetonka Blvd - Uptown - Washington St NE,17,0,2022-06-11,0,4:36:00 AM,2:05:00 AM,21:29,268,5:01:00 AM,2:07:00 AM,21:06,104,5:01:00 AM,2:04:00 AM,21:03,74, , , ,0, , , ,0,46163.52256,0.007637746907
368,19,2,,Northeast,28,30,P,SupportLoc,Broadway Crosstown - Westgate Sta,30,0,2021-08-21,0,5:15:00 AM,10:47:00 PM,17:32,64,6:55:00 AM,9:23:00 PM,14:28,50,6:55:00 AM,9:23:00 PM,14:28,50, , , ,0, , , ,0,27682.85568,0.007637746907
369,23,6,,Calhoun Isles,11,17,M,CoreLoc,Minnetonka Blvd - Uptown - Washington St NE,17,0,2022-06-11,0,4:36:00 AM,2:05:00 AM,21:29,268,5:01:00 AM,2:07:00 AM,21:06,104,5:01:00 AM,2:04:00 AM,21:03,74, , , ,0, , , ,0,46163.52256,0.038449346
370,23,6,,Calhoun Isles,78,612,M,SuburbLoc,Uptown - Excelsior Blvd - Hopkins - Opus,612,0,2022-08-20,0,4:57:00 AM,12:37:00 AM,19:40,148,5:11:00 AM,12:57:00 AM,19:46,71,5:20:00 AM,11:51:00 PM,18:31,45, , , ,0, , , ,0,40038.36798,0.038449346
371,21,4,,Central,12,18,M,CoreLoc,Nicollet Av - South Bloomington,18,0,2022-08-20,0,4:07:00 AM,1:44:00 AM,21:37,316,4:07:00 AM,1:39:00 AM,21:32,153,4:06:00 AM,1:40:00 AM,21:34,147, , , ,0, , , ,0,43158.17352,0.001483082325
372,21,4,,Central,27,3,M,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,3,0,2022-08-20,0,4:01:00 AM,2:16:00 AM,22:15,369,4:01:00 AM,2:11:00 AM,22:10,133,4:01:00 AM,2:05:00 AM,22:04,75, , , ,0, , , ,0,49665.9277,0.001483082325
373,22,5,,University,13,2,M,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,2,0,2022-08-20,0,4:47:00 AM,1:22:00 AM,20:35,278,4:39:00 AM,1:27:00 AM,20:48,125,4:39:00 AM,12:56:00 AM,20:17,109, , , ,0, , , ,0,19712.39726,0.01787238513
374,22,5,,University,34,4,M,CoreLoc,Johnson St - Lyndale Av - Penn Av - Southtown,4,0,2022-08-20,0,4:17:00 AM,1:49:00 AM,21:32,260,4:18:00 AM,1:48:00 AM,21:30,119,4:18:00 AM,1:48:00 AM,21:30,74, , , ,0, , , ,0,66488.60636,0.01787238513
375,22,5,,University,13,2,M,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,2,0,2022-08-20,0,4:47:00 AM,1:22:00 AM,20:35,278,4:39:00 AM,1:27:00 AM,20:48,125,4:39:00 AM,12:56:00 AM,20:17,109, , , ,0, , , ,0,19712.39726,0.004452241919
376,22,5,,University,75,6,M,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6,0,2022-03-26,0,4:21:00 AM,1:44:00 AM,21:23,312,4:20:00 AM,1:45:00 AM,21:25,146,5:40:00 AM,1:44:00 AM,20:04,134, , , ,0, , , ,0,66283.18529,0.004452241919
377,22,5,,University,13,2,M,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,2,0,2022-08-20,0,4:47:00 AM,1:22:00 AM,20:35,278,4:39:00 AM,1:27:00 AM,20:48,125,4:39:00 AM,12:56:00 AM,20:17,109, , , ,0, , , ,0,19712.39726,0.0008369207288
378,22,5,,University,86,67,P,CoreLoc,W Minnehaha Av - Raymond Sta - Franklin Av,67,0,2022-03-26,0,5:58:00 AM,10:13:00 PM,16:15,60,7:48:00 AM,9:00:00 PM,13:12,51,7:44:00 AM,8:56:00 PM,13:12,48, , , ,0, , , ,0,30473.14818,0.0008369207288
379,25,8,,LongFellow,13,2,M,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,2,0,2022-08-20,0,4:47:00 AM,1:22:00 AM,20:35,278,4:39:00 AM,1:27:00 AM,20:48,125,4:39:00 AM,12:56:00 AM,20:17,109, , , ,0, , , ,0,19712.39726,0.01488619317
380,25,8,,LongFellow,86,67,P,CoreLoc,W Minnehaha Av - Raymond Sta - Franklin Av,67,0,2022-03-26,0,5:58:00 AM,10:13:00 PM,16:15,60,7:48:00 AM,9:00:00 PM,13:12,51,7:44:00 AM,8:56:00 PM,13:12,48, , , ,0, , , ,0,30473.14818,0.01488619317
381,22,5,,University,13,2,M,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,2,0,2022-08-20,0,4:47:00 AM,1:22:00 AM,20:35,278,4:39:00 AM,1:27:00 AM,20:48,125,4:39:00 AM,12:56:00 AM,20:17,109, , , ,0, , , ,0,19712.39726,0.01196974253
382,22,5,,University,91,7,M,CoreLoc,Plymouth-27Av-Minnehaha-46St Sta-34Av S-66st/Cedar,7,0,2022-08-20,0,4:40:00 AM,11:49:00 PM,19:09,140,5:11:00 AM,11:48:00 PM,18:37,68,6:19:00 AM,11:48:00 PM,17:29,63, , , ,0, , , ,0,49275.12657,0.01196974253
383,28,11,,Phillips,13,2,M,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,2,0,2022-08-20,0,4:47:00 AM,1:22:00 AM,20:35,278,4:39:00 AM,1:27:00 AM,20:48,125,4:39:00 AM,12:56:00 AM,20:17,109, , , ,0, , , ,0,19712.39726,0.01363874173
384,28,11,,Phillips,131,9,M,CoreLoc,Glenwood-Wayzata Blvd-Cedar Lk Rd-36Av S-46 St Sta,9,0,2022-08-20,0,4:25:00 AM,12:40:00 AM,20:15,148,5:26:00 AM,12:38:00 AM,19:12,67,5:26:00 AM,12:47:00 AM,19:21,64, , , ,0, , , ,0,57402.3883,0.01363874173
385,13,30,17,Downtown,14,21,M,CoreLoc,Uptown - Lake St - Midway - Selby  Av,21,0,2022-08-20,0,4:00:00 AM,2:16:00 AM,22:16,466,3:54:00 AM,2:09:00 AM,22:15,197,4:02:00 AM,1:09:00 AM,21:07,167, , , ,0, , , ,0,37675.27667,0.0007565222187
386,13,30,17,Downtown,81,63,M,CoreLoc,Raymond Sta - Grand Av - Sunray,63,0,2022-06-11,0,4:23:00 AM,1:44:00 AM,21:21,274,4:39:00 AM,1:44:00 AM,21:05,119,4:37:00 AM,1:42:00 AM,21:05,96, , , ,0, , , ,0,36580.63123,0.0007565222187
387,1,18,11,Hamline - Midway,14,21,M,CoreLoc,Uptown - Lake St - Midway - Selby  Av,21,0,2022-08-20,0,4:00:00 AM,2:16:00 AM,22:16,466,3:54:00 AM,2:09:00 AM,22:15,197,4:02:00 AM,1:09:00 AM,21:07,167, , , ,0, , , ,0,37675.27667,0.004225260233
388,1,18,11,Hamline - Midway,142,941,M,Special,Training - Route 21,941,0,2018-05-19,0,4:00:00 AM,2:16:00 AM,22:16,252,3:54:00 AM,2:09:00 AM,22:15,230,4:02:00 AM,1:52:00 AM,21:50,174, , , ,0, , , ,0,37675.27646,0.004225260233
389,2,19,14,Macalester - Groveland,14,21,M,CoreLoc,Uptown - Lake St - Midway - Selby  Av,21,0,2022-08-20,0,4:00:00 AM,2:16:00 AM,22:16,466,3:54:00 AM,2:09:00 AM,22:15,197,4:02:00 AM,1:09:00 AM,21:07,167, , , ,0, , , ,0,37675.27667,0.002659725137
390,2,19,14,Macalester - Groveland,142,941,M,Special,Training - Route 21,941,0,2018-05-19,0,4:00:00 AM,2:16:00 AM,22:16,252,3:54:00 AM,2:09:00 AM,22:15,230,4:02:00 AM,1:52:00 AM,21:50,174, , , ,0, , , ,0,37675.27646,0.002659725137
391,10,27,8,Summit - University,14,21,M,CoreLoc,Uptown - Lake St - Midway - Selby  Av,21,0,2022-08-20,0,4:00:00 AM,2:16:00 AM,22:16,466,3:54:00 AM,2:09:00 AM,22:15,197,4:02:00 AM,1:09:00 AM,21:07,167, , , ,0, , , ,0,37675.27667,0.07501722589
392,10,27,8,Summit - University,142,941,M,Special,Training - Route 21,941,0,2018-05-19,0,4:00:00 AM,2:16:00 AM,22:16,252,3:54:00 AM,2:09:00 AM,22:15,230,4:02:00 AM,1:52:00 AM,21:50,174, , , ,0, , , ,0,37675.27646,0.07501722589
393,12,29,9,West Seventh - Fort Road,14,21,M,CoreLoc,Uptown - Lake St - Midway - Selby  Av,21,0,2022-08-20,0,4:00:00 AM,2:16:00 AM,22:16,466,3:54:00 AM,2:09:00 AM,22:15,197,4:02:00 AM,1:09:00 AM,21:07,167, , , ,0, , , ,0,37675.27667,0.0007283899622
394,12,29,9,West Seventh - Fort Road,142,941,M,Special,Training - Route 21,941,0,2018-05-19,0,4:00:00 AM,2:16:00 AM,22:16,252,3:54:00 AM,2:09:00 AM,22:15,230,4:02:00 AM,1:52:00 AM,21:50,174, , , ,0, , , ,0,37675.27646,0.0007283899622
395,13,30,17,Downtown,14,21,M,CoreLoc,Uptown - Lake St - Midway - Selby  Av,21,0,2022-08-20,0,4:00:00 AM,2:16:00 AM,22:16,466,3:54:00 AM,2:09:00 AM,22:15,197,4:02:00 AM,1:09:00 AM,21:07,167, , , ,0, , , ,0,37675.27667,0.01042941452
396,13,30,17,Downtown,142,941,M,Special,Training - Route 21,941,0,2018-05-19,0,4:00:00 AM,2:16:00 AM,22:16,252,3:54:00 AM,2:09:00 AM,22:15,230,4:02:00 AM,1:52:00 AM,21:50,174, , , ,0, , , ,0,37675.27646,0.01042941452
397,17,34,13,Union Park,14,21,M,CoreLoc,Uptown - Lake St - Midway - Selby  Av,21,0,2022-08-20,0,4:00:00 AM,2:16:00 AM,22:16,466,3:54:00 AM,2:09:00 AM,22:15,197,4:02:00 AM,1:09:00 AM,21:07,167, , , ,0, , , ,0,37675.27667,0.1149915137
398,17,34,13,Union Park,142,941,M,Special,Training - Route 21,941,0,2018-05-19,0,4:00:00 AM,2:16:00 AM,22:16,252,3:54:00 AM,2:09:00 AM,22:15,230,4:02:00 AM,1:52:00 AM,21:50,174, , , ,0, , , ,0,37675.27646,0.1149915137
399,23,6,,Calhoun Isles,14,21,M,CoreLoc,Uptown - Lake St - Midway - Selby  Av,21,0,2022-08-20,0,4:00:00 AM,2:16:00 AM,22:16,466,3:54:00 AM,2:09:00 AM,22:15,197,4:02:00 AM,1:09:00 AM,21:07,167, , , ,0, , , ,0,37675.27667,0.008127191975
400,23,6,,Calhoun Isles,142,941,M,Special,Training - Route 21,941,0,2018-05-19,0,4:00:00 AM,2:16:00 AM,22:16,252,3:54:00 AM,2:09:00 AM,22:15,230,4:02:00 AM,1:52:00 AM,21:50,174, , , ,0, , , ,0,37675.27646,0.008127191975
401,24,7,,Powderhorn,14,21,M,CoreLoc,Uptown - Lake St - Midway - Selby  Av,21,0,2022-08-20,0,4:00:00 AM,2:16:00 AM,22:16,466,3:54:00 AM,2:09:00 AM,22:15,197,4:02:00 AM,1:09:00 AM,21:07,167, , , ,0, , , ,0,37675.27667,0.01804237348
402,24,7,,Powderhorn,142,941,M,Special,Training - Route 21,941,0,2018-05-19,0,4:00:00 AM,2:16:00 AM,22:16,252,3:54:00 AM,2:09:00 AM,22:15,230,4:02:00 AM,1:52:00 AM,21:50,174, , , ,0, , , ,0,37675.27646,0.01804237348
403,25,8,,LongFellow,14,21,M,CoreLoc,Uptown - Lake St - Midway - Selby  Av,21,0,2022-08-20,0,4:00:00 AM,2:16:00 AM,22:16,466,3:54:00 AM,2:09:00 AM,22:15,197,4:02:00 AM,1:09:00 AM,21:07,167, , , ,0, , , ,0,37675.27667,0.06229655519
404,25,8,,LongFellow,142,941,M,Special,Training - Route 21,941,0,2018-05-19,0,4:00:00 AM,2:16:00 AM,22:16,252,3:54:00 AM,2:09:00 AM,22:15,230,4:02:00 AM,1:52:00 AM,21:50,174, , , ,0, , , ,0,37675.27646,0.06229655519
405,28,11,,Phillips,14,21,M,CoreLoc,Uptown - Lake St - Midway - Selby  Av,21,0,2022-08-20,0,4:00:00 AM,2:16:00 AM,22:16,466,3:54:00 AM,2:09:00 AM,22:15,197,4:02:00 AM,1:09:00 AM,21:07,167, , , ,0, , , ,0,37675.27667,0.0498681996
406,28,11,,Phillips,142,941,M,Special,Training - Route 21,941,0,2018-05-19,0,4:00:00 AM,2:16:00 AM,22:16,252,3:54:00 AM,2:09:00 AM,22:15,230,4:02:00 AM,1:52:00 AM,21:50,174, , , ,0, , , ,0,37675.27646,0.0498681996
407,16,33,1,Battle Creek - Conway - Eastview - Highwood Hills,15,219,P,SuburbLoc,Maplewood - Century Av - Hadley Av - Sunray,219,0,2022-03-26,0,5:43:00 AM,10:03:00 PM,16:20,34,6:14:00 AM,8:06:00 PM,13:52,28, , , ,0, , , ,0, , , ,0,40823.12591,0.0003457490466
408,16,33,1,Battle Creek - Conway - Eastview - Highwood Hills,92,70,M,CoreLoc,Burns Av - Sunray,70,0,2021-12-04,0,4:25:00 AM,10:12:00 PM,17:47,70,8:49:00 AM,7:12:00 PM,10:23,21,8:59:00 AM,6:56:00 PM,09:57,20, , , ,0, , , ,0,17505.79756,0.0003457490466
409,16,33,1,Battle Creek - Conway - Eastview - Highwood Hills,15,219,P,SuburbLoc,Maplewood - Century Av - Hadley Av - Sunray,219,0,2022-03-26,0,5:43:00 AM,10:03:00 PM,16:20,34,6:14:00 AM,8:06:00 PM,13:52,28, , , ,0, , , ,0, , , ,0,40823.12591,0.002531093958
410,16,33,1,Battle Creek - Conway - Eastview - Highwood Hills,120,80,P,SupportLoc,Maplewood - White Bear Av - Sunray,80,0,2017-08-19,0,6:42:00 AM,7:34:00 PM,12:52,38,8:12:00 AM,6:34:00 PM,10:22,37,8:42:00 AM,6:34:00 PM,09:52,20, , , ,0, , , ,0,18899.90954,0.002531093958
411,24,7,,Powderhorn,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.01382059704
412,24,7,,Powderhorn,19,23,M,SupportLoc,Uptown - 38th St - Highland Village,23,0,2022-08-20,0,4:27:00 AM,11:56:00 PM,19:29,160,4:59:00 AM,11:56:00 PM,18:57,71,4:59:00 AM,11:56:00 PM,18:57,66, , , ,0, , , ,0,26072.25293,0.01382059704
413,24,7,,Powderhorn,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.000150631359
414,24,7,,Powderhorn,45,46,M,SupportLoc,50St - 46St - 46St Sta - Highland Village,46,0,2022-08-20,0,6:25:00 AM,10:57:00 PM,16:32,128, , , ,0, , , ,0, , , ,0, , , ,0,36845.85737,0.000150631359
415,21,4,,Central,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.0008058285399
416,21,4,,Central,91,7,M,CoreLoc,Plymouth-27Av-Minnehaha-46St Sta-34Av S-66st/Cedar,7,0,2022-08-20,0,4:40:00 AM,11:49:00 PM,19:09,140,5:11:00 AM,11:48:00 PM,18:37,68,6:19:00 AM,11:48:00 PM,17:29,63, , , ,0, , , ,0,49275.12657,0.0008058285399
417,27,10,,Nokomis,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.02490507785
418,27,10,,Nokomis,91,7,M,CoreLoc,Plymouth-27Av-Minnehaha-46St Sta-34Av S-66st/Cedar,7,0,2022-08-20,0,4:40:00 AM,11:49:00 PM,19:09,140,5:11:00 AM,11:48:00 PM,18:37,68,6:19:00 AM,11:48:00 PM,17:29,63, , , ,0, , , ,0,49275.12657,0.02490507785
419,21,4,,Central,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.002532913085
420,21,4,,Central,104,755,M,CommExpress,Ltd Stop - Hwy 55 - Golden Valley Rd - Winnetka Av,755,-1,2022-08-20,4,5:06:00 AM,6:00:00 PM,12:54,36, , , ,0, , , ,0, , , ,0, , , ,0,58165.68192,0.002532913085
421,18,1,,Camden,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.03836841224
422,18,1,,Camden,106,761,M,CommExpress,Express - Brooklyn Park - Xerxes - 49th Av - Mpls,761,-1,2021-08-21,4,6:31:00 AM,5:55:00 PM,11:24,6, , , ,0, , , ,0, , , ,0, , , ,0,39165.86316,0.03836841224
423,25,8,,LongFellow,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.001289765906
424,25,8,,LongFellow,131,9,M,CoreLoc,Glenwood-Wayzata Blvd-Cedar Lk Rd-36Av S-46 St Sta,9,0,2022-08-20,0,4:25:00 AM,12:40:00 AM,20:15,148,5:26:00 AM,12:38:00 AM,19:12,67,5:26:00 AM,12:47:00 AM,19:21,64, , , ,0, , , ,0,57402.3883,0.001289765906
425,21,4,,Central,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.003945827321
426,21,4,,Central,143,945,M,Special,Training - Route 5,945,0,2018-05-19,0,4:19:00 AM,1:39:00 AM,21:20,83,4:00:00 AM,2:18:00 AM,22:18,168,4:00:00 AM,2:22:00 AM,22:22,170, , , ,0, , , ,0,54750.73663,0.003945827321
427,22,5,,University,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.00497611829
428,22,5,,University,144,991,M,Special,Blue Line Bus,991,0,2022-06-11,0,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:49:00 AM,02:46,8, , , ,0, , , ,0,46294.91988,0.00497611829
429,25,8,,LongFellow,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.006764092227
430,25,8,,LongFellow,144,991,M,Special,Blue Line Bus,991,0,2022-06-11,0,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:49:00 AM,02:46,8, , , ,0, , , ,0,46294.91988,0.006764092227
431,28,11,,Phillips,16,22,M,CoreLoc,Brooklyn Ctr - Lyndale Av N - Cedar - 28 Av S - VA,22,0,2022-08-20,0,4:22:00 AM,1:51:00 AM,21:29,230,5:02:00 AM,1:51:00 AM,20:49,73,5:02:00 AM,1:51:00 AM,20:49,73, , , ,0, , , ,0,60978.40547,0.01005912796
432,28,11,,Phillips,144,991,M,Special,Blue Line Bus,991,0,2022-06-11,0,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:49:00 AM,02:46,8, , , ,0, , , ,0,46294.91988,0.01005912796
433,23,6,,Calhoun Isles,19,23,M,SupportLoc,Uptown - 38th St - Highland Village,23,0,2022-08-20,0,4:27:00 AM,11:56:00 PM,19:29,160,4:59:00 AM,11:56:00 PM,18:57,71,4:59:00 AM,11:56:00 PM,18:57,66, , , ,0, , , ,0,26072.25293,0.0009980056152
434,23,6,,Calhoun Isles,78,612,M,SuburbLoc,Uptown - Excelsior Blvd - Hopkins - Opus,612,0,2022-08-20,0,4:57:00 AM,12:37:00 AM,19:40,148,5:11:00 AM,12:57:00 AM,19:46,71,5:20:00 AM,11:51:00 PM,18:31,45, , , ,0, , , ,0,40038.36798,0.0009980056152
435,3,20,15,Highland Park,19,23,M,SupportLoc,Uptown - 38th St - Highland Village,23,0,2022-08-20,0,4:27:00 AM,11:56:00 PM,19:29,160,4:59:00 AM,11:56:00 PM,18:57,71,4:59:00 AM,11:56:00 PM,18:57,66, , , ,0, , , ,0,26072.25293,0.002355678151
436,3,20,15,Highland Park,101,74,M,CoreLoc,46th St - Randolph - W 7th St - E 7th St - Sunray,74,0,2022-08-20,0,3:27:00 AM,1:42:00 AM,22:15,217,3:33:00 AM,1:36:00 AM,22:03,75,3:33:00 AM,1:36:00 AM,22:03,75, , , ,0, , , ,0,56317.08062,0.002355678151
437,3,20,15,Highland Park,19,23,M,SupportLoc,Uptown - 38th St - Highland Village,23,0,2022-08-20,0,4:27:00 AM,11:56:00 PM,19:29,160,4:59:00 AM,11:56:00 PM,18:57,71,4:59:00 AM,11:56:00 PM,18:57,66, , , ,0, , , ,0,26072.25293,0.006052678824
438,3,20,15,Highland Park,128,87,P,SupportLoc,Rosedale - U of M St Paul - Cleveland - Highland,87,0,2022-06-11,0,4:58:00 AM,9:54:00 PM,16:56,67,5:52:00 AM,9:48:00 PM,15:56,62,5:52:00 AM,9:17:00 PM,15:25,61, , , ,0, , , ,0,33610.60337,0.006052678824
439,24,7,,Powderhorn,19,23,M,SupportLoc,Uptown - 38th St - Highland Village,23,0,2022-08-20,0,4:27:00 AM,11:56:00 PM,19:29,160,4:59:00 AM,11:56:00 PM,18:57,71,4:59:00 AM,11:56:00 PM,18:57,66, , , ,0, , , ,0,26072.25293,0.001073647201
440,24,7,,Powderhorn,144,991,M,Special,Blue Line Bus,991,0,2022-06-11,0,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:48:00 AM,02:45,8,5:03:00 AM,7:49:00 AM,02:46,8, , , ,0, , , ,0,46294.91988,0.001073647201
